Time,Voltage_0 (Collected),Voltage_1 (Collected),Temperature_0 (Collected)
2/7/2024 17:14:39.993,0.71074,2.328827,22.075367
2/7/2024 17:14:39.994,0.741975,2.339577,22.075367
2/7/2024 17:14:39.995,0.741338,2.339894,22.075367
2/7/2024 17:14:39.996,0.733051,2.335783,22.075367
2/7/2024 17:14:39.997,0.732732,2.334202,22.075367
2/7/2024 17:14:39.998,0.729545,2.335151,22.075367
2/7/2024 17:14:39.999,0.722851,2.334518,22.075367
2/7/2024 17:14:40.000,0.731776,2.336415,22.075367
2/7/2024 17:14:40.001,0.724126,2.330408,22.075367
2/7/2024 17:14:40.002,0.736238,2.330408,22.075367
2/7/2024 17:14:40.003,0.732732,2.328827,22.075367
2/7/2024 17:14:40.004,0.734007,2.335151,22.075367
2/7/2024 17:14:40.005,0.741019,2.336099,22.075367
2/7/2024 17:14:40.006,0.743569,2.338629,22.075367
2/7/2024 17:14:40.007,0.744206,2.338313,22.075367
2/7/2024 17:14:40.008,0.726357,2.335783,22.075367
2/7/2024 17:14:40.009,0.744206,2.337048,22.075367
2/7/2024 17:14:40.010,0.719027,2.331989,22.075367
2/7/2024 17:14:40.011,0.732095,2.335151,22.075367
2/7/2024 17:14:40.012,0.732095,2.336099,22.075367
2/7/2024 17:14:40.013,0.731138,2.335783,22.075367
2/7/2024 17:14:40.014,0.730182,2.335151,22.075367
2/7/2024 17:14:40.015,0.734007,2.335783,22.075367
2/7/2024 17:14:40.016,0.781816,2.343688,22.075367
2/7/2024 17:14:40.017,0.731138,2.335467,22.075367
2/7/2024 17:14:40.018,0.731457,2.335467,22.075367
2/7/2024 17:14:40.019,0.741975,2.337048,22.075367
2/7/2024 17:14:40.020,0.732095,2.335467,22.075367
2/7/2024 17:14:40.021,0.727951,2.335467,22.075367
2/7/2024 17:14:40.022,0.729545,2.335151,22.075367
2/7/2024 17:14:40.023,0.732413,2.334834,22.075367
2/7/2024 17:14:40.024,0.738788,2.336732,22.075367
2/7/2024 17:14:40.025,0.74325,2.338629,22.075367
2/7/2024 17:14:40.026,0.714883,2.327878,22.075367
2/7/2024 17:14:40.027,0.727632,2.330408,22.075367
2/7/2024 17:14:40.028,0.739744,2.332937,22.075367
2/7/2024 17:14:40.029,0.726357,2.330724,22.075367
2/7/2024 17:14:40.030,0.748668,2.340526,22.075367
2/7/2024 17:14:40.031,0.724764,2.334834,22.075367
2/7/2024 17:14:40.032,0.731457,2.336415,22.075367
2/7/2024 17:14:40.033,0.732413,2.335151,22.075367
2/7/2024 17:14:40.034,0.734644,2.328194,22.075367
2/7/2024 17:14:40.035,0.727632,2.33104,22.075367
2/7/2024 17:14:40.036,0.7458,2.338313,22.075367
2/7/2024 17:14:40.037,0.733688,2.335151,22.075367
2/7/2024 17:14:40.038,0.736557,2.334202,22.075367
2/7/2024 17:14:40.039,0.730182,2.335783,22.075367
2/7/2024 17:14:40.040,0.731457,2.335783,22.075367
2/7/2024 17:14:40.041,0.730501,2.335783,22.075367
2/7/2024 17:14:40.042,0.733688,2.336099,22.075367
2/7/2024 17:14:40.043,0.728907,2.335467,22.075367
2/7/2024 17:14:40.044,0.725083,2.330091,22.075367
2/7/2024 17:14:40.045,0.716158,2.331356,22.075367
2/7/2024 17:14:40.046,0.730182,2.334834,22.075367
2/7/2024 17:14:40.047,0.731776,2.333886,22.075367
2/7/2024 17:14:40.048,0.743569,2.337364,22.075367
2/7/2024 17:14:40.049,0.737513,2.33357,22.075367
2/7/2024 17:14:40.050,0.718389,2.327878,22.075367
2/7/2024 17:14:40.051,0.707234,2.344953,22.075367
2/7/2024 17:14:40.052,0.740381,2.339261,22.075367
2/7/2024 17:14:40.053,0.736238,2.33357,22.075367
2/7/2024 17:14:40.054,0.700859,2.337048,22.075367
2/7/2024 17:14:40.055,0.728907,2.335467,22.075367
2/7/2024 17:14:40.056,0.718708,2.332305,22.075367
2/7/2024 17:14:40.057,0.732732,2.333253,22.075367
2/7/2024 17:14:40.058,0.7407,2.335467,22.075367
2/7/2024 17:14:40.059,0.729545,2.335151,22.075367
2/7/2024 17:14:40.060,0.739744,2.338313,22.075367
2/7/2024 17:14:40.061,0.731776,2.334834,22.075367
2/7/2024 17:14:40.062,0.729545,2.335151,22.075367
2/7/2024 17:14:40.063,0.765561,2.345269,22.075367
2/7/2024 17:14:40.064,0.7458,2.339577,22.075367
2/7/2024 17:14:40.065,0.734326,2.330724,22.075367
2/7/2024 17:14:40.066,0.722214,2.327246,22.075367
2/7/2024 17:14:40.067,0.730182,2.334834,22.075367
2/7/2024 17:14:40.068,0.727632,2.33357,22.075367
2/7/2024 17:14:40.069,0.706278,2.344953,22.075367
2/7/2024 17:14:40.070,0.750581,2.340526,22.075367
2/7/2024 17:14:40.071,0.733369,2.336099,22.075367
2/7/2024 17:14:40.072,0.729863,2.334202,22.075367
2/7/2024 17:14:40.073,0.735601,2.334202,22.075367
2/7/2024 17:14:40.074,0.727951,2.335467,22.075367
2/7/2024 17:14:40.075,0.706915,2.335151,22.075367
2/7/2024 17:14:40.076,0.71329,2.331356,22.075367
2/7/2024 17:14:40.077,0.732413,2.336099,22.075367
2/7/2024 17:14:40.078,0.731776,2.336099,22.075367
2/7/2024 17:14:40.079,0.729226,2.335151,22.075367
2/7/2024 17:14:40.080,0.705321,2.336099,22.075367
2/7/2024 17:14:40.081,0.727951,2.333886,22.075367
2/7/2024 17:14:40.082,0.715839,2.329775,22.075367
2/7/2024 17:14:40.083,0.752812,2.342107,22.075367
2/7/2024 17:14:40.084,0.729863,2.335467,22.075367
2/7/2024 17:14:40.085,0.734326,2.336099,22.075367
2/7/2024 17:14:40.086,0.733051,2.336732,22.075367
2/7/2024 17:14:40.087,0.731138,2.335151,22.075367
2/7/2024 17:14:40.088,0.729863,2.334834,22.075367
2/7/2024 17:14:40.089,0.73082,2.335467,22.075367
2/7/2024 17:14:40.090,0.731457,2.335151,22.075367
2/7/2024 17:14:40.091,0.729226,2.330408,22.075367
2/7/2024 17:14:40.092,0.728589,2.334202,22.075367
2/7/2024 17:14:40.093,0.734326,2.337048,22.075367
2/7/2024 17:14:40.094,0.773848,2.348431,22.075367
2/7/2024 17:14:40.095,0.729545,2.335151,22.075367
2/7/2024 17:14:40.096,0.732413,2.335467,22.075367
2/7/2024 17:14:40.097,0.728907,2.334518,22.075367
2/7/2024 17:14:40.098,0.726995,2.332937,22.075367
2/7/2024 17:14:40.099,0.744844,2.340526,22.075367
2/7/2024 17:14:40.100,0.730501,2.336732,22.075367
2/7/2024 17:14:40.101,0.727951,2.333886,22.075367
2/7/2024 17:14:40.102,0.744844,2.339894,22.075367
2/7/2024 17:14:40.103,0.730182,2.334834,22.075367
2/7/2024 17:14:40.104,0.732413,2.340526,22.075367
2/7/2024 17:14:40.105,0.731776,2.333886,22.075367
2/7/2024 17:14:40.106,0.728907,2.334518,22.075367
2/7/2024 17:14:40.107,0.713608,2.33104,22.075367
2/7/2024 17:14:40.108,0.729226,2.335467,22.075367
2/7/2024 17:14:40.109,0.729863,2.334518,22.075367
2/7/2024 17:14:40.110,0.732732,2.337048,22.075367
2/7/2024 17:14:40.111,0.732413,2.334202,22.075367
2/7/2024 17:14:40.112,0.727314,2.329459,22.075367
2/7/2024 17:14:40.113,0.700222,2.338629,22.075367
2/7/2024 17:14:40.114,0.73082,2.335151,22.075367
2/7/2024 17:14:40.115,0.772573,2.348747,22.075367
2/7/2024 17:14:40.116,0.733369,2.32851,22.075367
2/7/2024 17:14:40.117,0.730182,2.327246,22.075367
2/7/2024 17:14:40.118,0.727314,2.334834,22.075367
2/7/2024 17:14:40.119,0.732413,2.334834,22.075367
2/7/2024 17:14:40.120,0.723808,2.331356,22.075367
2/7/2024 17:14:40.121,0.731776,2.335151,22.075367
2/7/2024 17:14:40.122,0.728907,2.334834,22.075367
2/7/2024 17:14:40.123,0.730501,2.335151,22.075367
2/7/2024 17:14:40.124,0.734007,2.334202,22.075367
2/7/2024 17:14:40.125,0.728589,2.334834,22.075367
2/7/2024 17:14:40.126,0.720939,2.336415,22.075367
2/7/2024 17:14:40.127,0.727314,2.332305,22.075367
2/7/2024 17:14:40.128,0.731138,2.335467,22.075367
2/7/2024 17:14:40.129,0.732095,2.335151,22.075367
2/7/2024 17:14:40.130,0.734007,2.335467,22.075367
2/7/2024 17:14:40.131,0.727314,2.329775,22.075367
2/7/2024 17:14:40.132,0.74835,2.339894,22.075367
2/7/2024 17:14:40.133,0.733369,2.330408,22.071129
2/7/2024 17:14:40.134,0.738469,2.337996,22.071129
2/7/2024 17:14:40.135,0.727951,2.338629,22.071129
2/7/2024 17:14:40.136,0.739425,2.338313,22.071129
2/7/2024 17:14:40.137,0.734007,2.335151,22.071129
2/7/2024 17:14:40.138,0.729226,2.335151,22.071129
2/7/2024 17:14:40.139,0.729226,2.335151,22.071129
2/7/2024 17:14:40.140,0.734326,2.334518,22.071129
2/7/2024 17:14:40.141,0.732732,2.335467,22.071129
2/7/2024 17:14:40.142,0.724764,2.330091,22.071129
2/7/2024 17:14:40.143,0.719345,2.327878,22.071129
2/7/2024 17:14:40.144,0.738788,2.33357,22.071129
2/7/2024 17:14:40.145,0.729226,2.334518,22.071129
2/7/2024 17:14:40.146,0.729863,2.334834,22.071129
2/7/2024 17:14:40.147,0.744844,2.338629,22.071129
2/7/2024 17:14:40.148,0.733369,2.334834,22.071129
2/7/2024 17:14:40.149,0.728907,2.334518,22.071129
2/7/2024 17:14:40.150,0.727951,2.334834,22.071129
2/7/2024 17:14:40.151,0.722851,2.334202,22.071129
2/7/2024 17:14:40.152,0.747075,2.34021,22.071129
2/7/2024 17:14:40.153,0.734963,2.327562,22.071129
2/7/2024 17:14:40.154,0.729226,2.330091,22.071129
2/7/2024 17:14:40.155,0.711696,2.33357,22.071129
2/7/2024 17:14:40.156,0.756637,2.341791,22.071129
2/7/2024 17:14:40.157,0.746437,2.339894,22.071129
2/7/2024 17:14:40.158,0.744525,2.338945,22.071129
2/7/2024 17:14:40.159,0.73082,2.334834,22.071129
2/7/2024 17:14:40.160,0.732413,2.333253,22.071129
2/7/2024 17:14:40.161,0.726357,2.334202,22.071129
2/7/2024 17:14:40.162,0.713927,2.331356,22.071129
2/7/2024 17:14:40.163,0.711059,2.330724,22.071129
2/7/2024 17:14:40.164,0.731138,2.335783,22.071129
2/7/2024 17:14:40.165,0.731776,2.335467,22.071129
2/7/2024 17:14:40.166,0.765561,2.348431,22.071129
2/7/2024 17:14:40.167,0.731138,2.335783,22.071129
2/7/2024 17:14:40.168,0.735919,2.328194,22.071129
2/7/2024 17:14:40.169,0.734644,2.329459,22.071129
2/7/2024 17:14:40.170,0.732413,2.334834,22.071129
2/7/2024 17:14:40.171,0.729545,2.334518,22.071129
2/7/2024 17:14:40.172,0.727314,2.334202,22.071129
2/7/2024 17:14:40.173,0.722533,2.333886,22.071129
2/7/2024 17:14:40.174,0.744525,2.338945,22.071129
2/7/2024 17:14:40.175,0.73082,2.335151,22.071129
2/7/2024 17:14:40.176,0.734644,2.333253,22.071129
2/7/2024 17:14:40.177,0.72827,2.339577,22.071129
2/7/2024 17:14:40.178,0.724764,2.336415,22.071129
2/7/2024 17:14:40.179,0.728589,2.334834,22.071129
2/7/2024 17:14:40.180,0.728589,2.334834,22.071129
2/7/2024 17:14:40.181,0.721258,2.333253,22.071129
2/7/2024 17:14:40.182,0.720302,2.332937,22.071129
2/7/2024 17:14:40.183,0.734326,2.333886,22.071129
2/7/2024 17:14:40.184,0.725083,2.325348,22.071129
2/7/2024 17:14:40.185,0.732732,2.336415,22.071129
2/7/2024 17:14:40.186,0.728907,2.335151,22.071129
2/7/2024 17:14:40.187,0.732095,2.334834,22.071129
2/7/2024 17:14:40.188,0.717433,2.329775,22.071129
2/7/2024 17:14:40.189,0.730501,2.330724,22.071129
2/7/2024 17:14:40.190,0.714883,2.330408,22.071129
2/7/2024 17:14:40.191,0.728907,2.334202,22.071129
2/7/2024 17:14:40.192,0.741656,2.335467,22.071129
2/7/2024 17:14:40.193,0.73082,2.334518,22.071129
2/7/2024 17:14:40.194,0.722851,2.340526,22.071129
2/7/2024 17:14:40.195,0.734326,2.332621,22.071129
2/7/2024 17:14:40.196,0.716796,2.331672,22.071129
2/7/2024 17:14:40.197,0.729226,2.335151,22.071129
2/7/2024 17:14:40.198,0.706915,2.335467,22.071129
2/7/2024 17:14:40.199,0.728589,2.334834,22.071129
2/7/2024 17:14:40.200,0.729863,2.335783,22.071129
2/7/2024 17:14:40.201,0.731776,2.33357,22.071129
2/7/2024 17:14:40.202,0.733688,2.336732,22.071129
2/7/2024 17:14:40.203,0.732413,2.333253,22.071129
2/7/2024 17:14:40.204,0.733369,2.335151,22.071129
2/7/2024 17:14:40.205,0.731457,2.334834,22.071129
2/7/2024 17:14:40.206,0.728589,2.335783,22.071129
2/7/2024 17:14:40.207,0.730182,2.334518,22.071129
2/7/2024 17:14:40.208,0.718071,2.331989,22.071129
2/7/2024 17:14:40.209,0.78341,2.347482,22.071129
2/7/2024 17:14:40.210,0.727314,2.332305,22.071129
2/7/2024 17:14:40.211,0.74325,2.339894,22.071129
2/7/2024 17:14:40.212,0.75823,2.342107,22.071129
2/7/2024 17:14:40.213,0.730182,2.335151,22.071129
2/7/2024 17:14:40.214,0.727951,2.334834,22.071129
2/7/2024 17:14:40.215,0.721895,2.334834,22.071129
2/7/2024 17:14:40.216,0.743569,2.339577,22.071129
2/7/2024 17:14:40.217,0.700541,2.342107,22.071129
2/7/2024 17:14:40.218,0.731776,2.335467,22.071129
2/7/2024 17:14:40.219,0.732095,2.334202,22.071129
2/7/2024 17:14:40.220,0.724126,2.333886,22.071129
2/7/2024 17:14:40.221,0.699266,2.336099,22.071129
2/7/2024 17:14:40.222,0.714565,2.331356,22.071129
2/7/2024 17:14:40.223,0.730182,2.334834,22.071129
2/7/2024 17:14:40.224,0.719027,2.332305,22.071129
2/7/2024 17:14:40.225,0.729863,2.334834,22.071129
2/7/2024 17:14:40.226,0.730182,2.335151,22.071129
2/7/2024 17:14:40.227,0.727951,2.33357,22.071129
2/7/2024 17:14:40.228,0.731457,2.335151,22.071129
2/7/2024 17:14:40.229,0.726357,2.334834,22.071129
2/7/2024 17:14:40.230,0.731457,2.333253,22.071129
2/7/2024 17:14:40.231,0.734326,2.334202,22.071129
2/7/2024 17:14:40.232,0.721895,2.328194,22.071129
2/7/2024 17:14:40.233,0.730182,2.337364,22.071129
2/7/2024 17:14:40.234,0.728907,2.335783,22.071129
2/7/2024 17:14:40.235,0.725083,2.336415,22.071129
2/7/2024 17:14:40.236,0.727632,2.334202,22.071129
2/7/2024 17:14:40.237,0.743887,2.338629,22.071129
2/7/2024 17:14:40.238,0.721577,2.330724,22.071129
2/7/2024 17:14:40.239,0.739425,2.337364,22.071129
2/7/2024 17:14:40.240,0.70309,2.335467,22.071129
